corpus,conversation_id,segment_id,task_id,base_task_id,utterance_id,utterance_index,role,aspect,label_value,label_source,source_id,model,context_type,label_kind,n_raters,y_cont,w_conf,lo,hi,p1,p2,p3,p4,skipped,context_source
fora,fora_2700,1,fora_2700_1_info,fora_2700_1,EGI_Conversations_196_2700_30,29,participant,CIG,4,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,1,fora_2700_1_info,fora_2700_1,EGI_Conversations_196_2700_31,30,participant,CIG,2,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,1,fora_2700_1_info,fora_2700_1,EGI_Conversations_196_2700_32,31,participant,CIG,2,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,1,fora_2700_1_info,fora_2700_1,EGI_Conversations_196_2700_33,32,participant,CIG,1,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,1,fora_2700_1_info,fora_2700_1,EGI_Conversations_196_2700_35,34,participant,CIG,4,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,1,fora_2700_1_info,fora_2700_1,EGI_Conversations_196_2700_36,35,participant,CIG,2,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,1,fora_2700_1_info,fora_2700_1,EGI_Conversations_196_2700_37,36,participant,CIG,2,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,1,fora_2700_1_info,fora_2700_1,EGI_Conversations_196_2700_38,37,participant,CIG,2,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2409,6,fora_2409_6_info,fora_2409_6,EGI_Conversations_196_2409_41,40,participant,CIG,1,human_individual,annotator_030,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2409,6,fora_2409_6_info,fora_2409_6,EGI_Conversations_196_2409_43,42,participant,CIG,4,human_individual,annotator_030,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2409,6,fora_2409_6_info,fora_2409_6,EGI_Conversations_196_2409_45,44,participant,CIG,3,human_individual,annotator_030,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2409,6,fora_2409_6_info,fora_2409_6,EGI_Conversations_196_2409_47,46,participant,CIG,3,human_individual,annotator_030,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,3,fora_2700_3_info,fora_2700_3,EGI_Conversations_196_2700_49,48,participant,CIG,2,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,3,fora_2700_3_info,fora_2700_3,EGI_Conversations_196_2700_50,49,participant,CIG,3,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,3,fora_2700_3_info,fora_2700_3,EGI_Conversations_196_2700_52,51,participant,CIG,4,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,3,fora_2700_3_info,fora_2700_3,EGI_Conversations_196_2700_53,52,participant,CIG,3,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,3,fora_2700_3_info,fora_2700_3,EGI_Conversations_196_2700_54,53,participant,CIG,4,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,3,fora_2700_3_info,fora_2700_3,EGI_Conversations_196_2700_55,54,participant,CIG,2,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,3,fora_2700_3_info,fora_2700_3,EGI_Conversations_196_2700_56,55,participant,CIG,3,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,3,fora_2700_3_info,fora_2700_3,EGI_Conversations_196_2700_58,57,participant,CIG,3,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_46,45,participant,Novelty,1,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_46,45,participant,Relevance,1,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_46,45,participant,Scope,2,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_48,47,participant,Novelty,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_48,47,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_48,47,participant,Scope,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_50,49,participant,Novelty,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_50,49,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_50,49,participant,Scope,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_54,53,participant,Novelty,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_54,53,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_54,53,participant,Scope,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_55,54,participant,Novelty,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_55,54,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_55,54,participant,Scope,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_56,55,participant,Novelty,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_56,55,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_56,55,participant,Scope,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_57,56,participant,Novelty,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_57,56,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,2,fora_2733_2_mix,fora_2733_2,EGI_Conversations_196_2733_57,56,participant,Scope,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2409,7,fora_2409_7_info,fora_2409_7,EGI_Conversations_196_2409_49,48,participant,CIG,3,human_individual,annotator_030,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2409,7,fora_2409_7_info,fora_2409_7,EGI_Conversations_196_2409_51,50,participant,CIG,1,human_individual,annotator_030,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2409,7,fora_2409_7_info,fora_2409_7,EGI_Conversations_196_2409_52,51,participant,CIG,3,human_individual,annotator_030,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,4,fora_2700_4_info,fora_2700_4,EGI_Conversations_196_2700_60,59,participant,CIG,4,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,4,fora_2700_4_info,fora_2700_4,EGI_Conversations_196_2700_61,60,participant,CIG,3,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,4,fora_2700_4_info,fora_2700_4,EGI_Conversations_196_2700_63,62,participant,CIG,2,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,4,fora_2700_4_info,fora_2700_4,EGI_Conversations_196_2700_64,63,participant,CIG,3,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,4,fora_2700_4_info,fora_2700_4,EGI_Conversations_196_2700_66,65,participant,CIG,3,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,4,fora_2700_4_info,fora_2700_4,EGI_Conversations_196_2700_67,66,participant,CIG,2,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_63,62,participant,CIG,1,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_66,65,participant,CIG,3,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_67,66,participant,CIG,2,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_70,69,participant,CIG,1,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_71,70,participant,CIG,2,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_72,71,participant,CIG,2,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_74,73,participant,CIG,1,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_75,74,participant,CIG,1,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,2,fora_2700_2_info,fora_2700_2,EGI_Conversations_196_2700_39,38,participant,CIG,2,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,2,fora_2700_2_info,fora_2700_2,EGI_Conversations_196_2700_40,39,participant,CIG,1,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,2,fora_2700_2_info,fora_2700_2,EGI_Conversations_196_2700_41,40,participant,CIG,3,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,2,fora_2700_2_info,fora_2700_2,EGI_Conversations_196_2700_43,42,participant,CIG,3,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,2,fora_2700_2_info,fora_2700_2,EGI_Conversations_196_2700_45,44,participant,CIG,2,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,2,fora_2700_2_info,fora_2700_2,EGI_Conversations_196_2700_46,45,participant,CIG,1,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2700,2,fora_2700_2_info,fora_2700_2,EGI_Conversations_196_2700_47,46,participant,CIG,2,human_individual,annotator_055,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_63,62,participant,CIG,1,human_individual,annotator_077,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_66,65,participant,CIG,2,human_individual,annotator_077,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_67,66,participant,CIG,2,human_individual,annotator_077,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_70,69,participant,CIG,1,human_individual,annotator_077,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_71,70,participant,CIG,2,human_individual,annotator_077,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_72,71,participant,CIG,2,human_individual,annotator_077,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_74,73,participant,CIG,1,human_individual,annotator_077,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,2,fora_2187_2_info,fora_2187_2,EGI_Conversations_196_2187_75,74,participant,CIG,1,human_individual,annotator_077,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,6,fora_2187_6_info,fora_2187_6,EGI_Conversations_196_2187_132,131,participant,CIG,2,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,6,fora_2187_6_info,fora_2187_6,EGI_Conversations_196_2187_134,133,participant,CIG,2,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,6,fora_2187_6_info,fora_2187_6,EGI_Conversations_196_2187_136,135,participant,CIG,4,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,6,fora_2187_6_info,fora_2187_6,EGI_Conversations_196_2187_138,137,participant,CIG,4,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2187,6,fora_2187_6_info,fora_2187_6,EGI_Conversations_196_2187_142,141,participant,CIG,2,human_individual,annotator_028,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_60,59,participant,Novelty,1,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_60,59,participant,Relevance,1,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_60,59,participant,Scope,1,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_61,60,participant,Novelty,2,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_61,60,participant,Relevance,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_61,60,participant,Scope,2,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_62,61,participant,Novelty,2,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_62,61,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_62,61,participant,Scope,2,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_64,63,participant,Novelty,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_64,63,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_64,63,participant,Scope,2,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_66,65,participant,Novelty,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_66,65,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_66,65,participant,Scope,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_67,66,participant,Novelty,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_67,66,participant,Relevance,4,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2733,3,fora_2733_3_mix,fora_2733_3,EGI_Conversations_196_2733_67,66,participant,Scope,3,human_individual,annotator_070,,mix,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2239,0,fora_2239_0_info,fora_2239_0,EGI_Conversations_196_2239_19,18,participant,CIG,4,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2239,0,fora_2239_0_info,fora_2239_0,EGI_Conversations_196_2239_20,19,participant,CIG,4,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2239,0,fora_2239_0_info,fora_2239_0,EGI_Conversations_196_2239_21,20,participant,CIG,4,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2239,0,fora_2239_0_info,fora_2239_0,EGI_Conversations_196_2239_22,21,participant,CIG,2,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2239,0,fora_2239_0_info,fora_2239_0,EGI_Conversations_196_2239_23,22,participant,CIG,2,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2239,0,fora_2239_0_info,fora_2239_0,EGI_Conversations_196_2239_24,23,participant,CIG,1,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2239,0,fora_2239_0_info,fora_2239_0,EGI_Conversations_196_2239_26,25,participant,CIG,2,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
fora,fora_2239,0,fora_2239_0_info,fora_2239_0,EGI_Conversations_196_2239_27,26,participant,CIG,3,human_individual,annotator_073,,info,raw_rating,,,,,,,,,,False,annotation_release_task
