title,conversation_id,phase,utterance_id,utterance_index,utterance_speaker,role,nontext,utterance_text,segment
Obama's Iran Deal Is Good For America,13878,0,13888,10,John Donvan,mod,"{'applause': [[0, 39]]}","So looking at the whole range of the deal, it's a very thorny issue. And we have four great debaters to take it on for us, so let's thank Bob Rosenkranz and bring our debaters out to the stage.",-1
Obama's Iran Deal Is Good For America,13878,0,13889,11,Robert Rosenkranz,host,"{'applause': [[0, 2]]}",Thank you.,-1
Obama's Iran Deal Is Good For America,13878,0,13890,12,John Donvan,mod,"{'unintelligible.': [[1, 13]], 'applause': [[1, 13], [2, 120]]}","and this again is one of those times to formally begin the evening. Once more, if you could give a round of applause for Bob Rosenkranz Buying time, that is what President Obama's deal with Iran on nuclear weapons does in the first instance. In a sense it's getting Iran to lay aside its activities related to its ambitions to build a nuclear weapon for a set number of years and then the deal ends. It's kind of like having a kid put his firecrackers up on the top shelf, and you can take them down a few years later maybe with the hope that at that point the kid isn't going to want to blow things up anymore. And maybe the hope is that in time Iran will evolve in such a way that it won't be a threat to its region. That may be what buying time can deliver. Nobody loves this deal, but the White House argues that it is better than nothing and better than all of the alternatives. But is it? Well, that sounds like the makings of a debate. So let's have it, ""Yes,"" or, ""No,"" to this statement, ""Obama's Iran Deal is Good for America,"" a debate from Intelligence Squared U.S. I'm John Donvan. We have four superbly qualified debaters, all firecrackers, on our stage here at the Kaufman Center in New York to argue for and against this motion, ""Obama's Iran Deal is Good for America."" As always, our debate goes in three rounds, and then our live audience here in New York votes to choose the winner, and only one side wins. Our motion again, ""Obama's Iran Deal is Good for America."" Let's welcome the team arguing for the motion. Please, ladies and gentlemen, welcome Philip Gordon. And, Philip, you are a senior fellow at the Council on Foreign Relations, but until very, very recently you were at the White House working on these issues. You were a coordinator for the Middle East, North Africa, the Gulf Region, a senior advisor to the president. You have been pretty busy and pretty intimately involved with these negotiations the-- whose conclusions we'll be talking about tonight. We want to know, you know, since you were so close to it, is there anything that you can tell us about being inside the process that would shed some new light on these negotiations?",-1
Obama's Iran Deal Is Good For America,13878,0,13891,13,Philip Gordon,for,"{'laughter--': [[0, 41]]}","New light, John, I can. After many, many rounds, more than I can remember, of difficult contentious negotiations, I can share with you the insight that people that haven't slept for five or six days at a stretch get very irritable-- of all nationalities.",-1
Obama's Iran Deal Is Good For America,13878,0,13892,14,John Donvan,mod,{},Have you slept before coming here tonight?,-1
Obama's Iran Deal Is Good For America,13878,0,13893,15,Philip Gordon,for,{},Just before coming here.,-1
Obama's Iran Deal Is Good For America,13878,0,13894,16,John Donvan,mod,{},"You just caught up? All right, ladies and gentlemen, Philip.",-1
Obama's Iran Deal Is Good For America,13878,0,13895,17,Philip Gordon,for,{},Hopefully I'm not irritable.,-1
Obama's Iran Deal Is Good For America,13878,0,13896,18,John Donvan,mod,"{'applause': [[0, 5]]}","Hope so, too. Philip Gordon. And, Philip, can you tell us who your partner is?",-1
Obama's Iran Deal Is Good For America,13878,0,13897,19,Philip Gordon,for,{},"Yeah, my partner is one of America's finest and most experienced diplomats, Ambassador Tom Pickering.",-1
Obama's Iran Deal Is Good For America,13878,0,13898,20,John Donvan,mod,"{'applause': [[0, 5]]}","Ladies and gentlemen, Tom Pickering. Tom, you are also arguing for the motion that, ""Obama's Iran Deal is Good for America.""You're vice chairman of Hills & Company, and you have had, as Philip just said, a long career, five decades as a U.S. diplomat. You were undersecretary of state for political affairs and ambassador to the U.N. You were ambassador to Moscow, Israel, Nigeria. For a number of years, though, in the absence of any formal U.S.-Iran relations, you were a participant in what is called, ""Track II Diplomacy."" For those who are not familiar with the term, ""Track II,"" can you explain briefly what that is?",-1
Obama's Iran Deal Is Good For America,13878,0,13899,21,Thomas Pickering,for,{},"Short answer is, one more than Track I. The long answer: it's non-officials engaged in diplomacy to see if they can find a way to crack the nut.",-1
Obama's Iran Deal Is Good For America,13878,0,13900,22,John Donvan,mod,"{'applausemike,': [[0, 48]], 'applause--': [[0, 17]]}","From the inside, we'll be hearing some of that. Ladies and gentlemen, let's welcome please Tom Pickering-- and the side arguing for the motion, and that motion is, ""Obama's Iran Deal is Good For America."" And we have two debaters arguing against it. Please, let's welcome Mike Doran. welcome back your second time debating with us. You are a senior fellow at the Hudson Institute, a former deputy assistant secretary of defense, a former senior director in the National Security Council, also an insider in this process. You helped devise and coordinate a lot of U.S. strategies on Middle East issues, including efforts to contain Iran. You recently Tweeted this, ""In--"" 144 characters-- ""In Obama-land, the kiss of the nuclear deal will turn the Iranian frog into a beautiful prince,"" but don't you have to kiss a lot of frogs before you find a prince?",-1
Obama's Iran Deal Is Good For America,13878,0,13901,23,Michael Doran,against,"{'laughter': [[0, 8]]}",They're kissing a lot of frogs. It's true.,-1
Obama's Iran Deal Is Good For America,13878,0,13902,24,John Donvan,mod,{},They're kissing a lot of frogs?,-1
Obama's Iran Deal Is Good For America,13878,0,13903,25,Michael Doran,against,{},Yes.,-1
Obama's Iran Deal Is Good For America,13878,0,13904,26,John Donvan,mod,{},And you're against that?,-1
Obama's Iran Deal Is Good For America,13878,0,13905,27,Michael Doran,against,{},"I'm against that, yes.",-1
Obama's Iran Deal Is Good For America,13878,0,13906,28,John Donvan,mod,"{'applause': [[0, 11]]}","Okay. We're going to hear why. Ladies and gentlemen, Mike Doran. And, Mike, tell us who your partner is.",-1
Obama's Iran Deal Is Good For America,13878,0,13907,29,Michael Doran,against,{},"My partner is actually a foreigner. He's a Canadian. He's my favorite Canadian, but he's also the executive director of the Foundation for Defense of Democracies. He's Martin Dubowitz, and he's one of the leading experts on everything financial to do with Iran: sanctions--",-1
Obama's Iran Deal Is Good For America,13878,0,13908,30,John Donvan,mod,"{'laughter': [[0, 109]], 'applause': [[0, 18]]}","everything I was going to say. So, let me just cut through the same place-- and Mark Dubowitz. Known to his friends as ""Dubo."" Mark Dubowitz is arguing against the motion ""Obama's Iran Deal is Good for America."" And Mark, as just pointed out, you're with the Foundation for Defense of Democracies. Your think tank has been described as the political brain trust on Iran sanctions so much so that a few years back, a white paper that you co-wrote was adopted by the Obama Administration, largely without them changing it very much. But they don't seem to be listening to you now. Are they off your mailing list?",-1
Obama's Iran Deal Is Good For America,13878,0,13909,31,Mark Dubowitz,against,"{'laughter': [[0, 25]]}","That is true. That is true. We keep sending them ideas, and the White House keeps saying, you know, ""Iran sanctions are just so yesterday.""",-1
Obama's Iran Deal Is Good For America,13878,0,13910,32,John Donvan,mod,"{'applause': [[0, 23], [2, 92]]}","Here tonight is your chance-- because I'm sure they're listening-- to change their minds. Ladies and gentlemen, the team arguing against the motion. Now, this is a debate. It's a contest of ideas, well-presented. And the team whose numbers change the most between two votes of our live audience here in New York will be declared our winner. That is to say, we have you vote before the debate, and once again, after the debate, on these motions. And the team whose numbers have changed the most between the two votes will be declared our winner. So, let's have you register your preliminary vote. If you go to the keypads at your seat-- again, the motion is ""Obama's Iran Deal is Good for America."" If you agree with this motion, push number one. If you disagree, push number two. And if you're undecided, push number three. The other keys are not live; you can ignore them. And if you make a mistake, just correct yourself. The system will lock in your last vote. And to remind you one more time, we will reveal the results of this vote you're doing now at the end of the debate, at the same time as our reveal of the second vote. And the team whose numbers have changed the most in percentage point terms will be declared the winner. Okay, it looks everybody's-- it looks like everybody's good. Let's move on to Round 1. Round 1 are opening statements by each debater in turn. They will be seven minutes each. Our motion is ""Obama's Iran Deal is Good for America."" And here to go up first for the motion to the lectern, Phil Gordon. He is a Senior Fellow at the Council on Foreign Relations. He was special assistant to the president and White House Coordinator for the Middle East, North Africa, and the Gulf Region. Ladies and gentlemen, Philip Gordon.",-1
Obama's Iran Deal Is Good For America,13878,0,13911,33,Philip Gordon,for,{},"All right. Thanks very much, everybody. Thanks for coming. I'm really pleased to be here and honored to be joined on my side of the debate by Tom Pickering. Also glad to be up here with Mark and Mike. They play an important role. We disagree on this subject, but they play an important role in what is a really important debate. Let me get straight to the point. Tom and I are going to argue that the Iran deal of President Obama is good for America for three basic reasons. One, it's important for the United States to stop Iran from acquiring a nuclear weapon. Two, this deal effectively does that, and it does it while avoiding a costly and unpredictable conflict. And three, the alternatives to this deal-- the alternatives to this deal are far worse. And I'm going to ask you to pay particular attention to this third point, because I suspect our opponents in this debate will spend a considerable amount of time telling you why this agreement is imperfect and why it should also have X, Y, and Z. What I don't think you'll hear them do is present a credible and realistic alternative to it. And I remind you as we start, that the proposition on the table is not, ""Is this a perfect deal that you would write alone if you didn't have to negotiate it with somebody else?"" but ""Is it good for America?"" And I think if that's the question, it clearly is. In fact, I don't even think it's much of a close call. The first point, I'll be very brief on. The United States has an interest in stopping Iran from getting a nuclear weapon because an Iran with a nuclear weapon could threaten the region and some of our close allies, including Israel. It could be a precedent and a stimulant for other countries in the region to develop nuclear weapons. And it would be harder to deter and contain it in terms of its foreign policy in the region. I just want that to be clear. I don't think our opponents disagree with that, so I would just want to stipulate it upfront. That doesn't require a debate. It is important for the United States. What we disagree on is whether this deal effectively does that. And Tom and I will assert that it does, and let me tell you why and why it's good for America. The framework agreement that the Obama Administration negotiated cuts of all of the possible paths for Iran to get a nuclear weapon. Now, in this brief opening statement, this is not the place for a very detailed analysis of every provision in the agreement. I suspect most of you have already read it and are familiar with it. What I would do is underscore some of what this agreement does. And I would ask you to think about it in these terms: Imagine the world before us with the agreement, if we get it finalized and we implement it, and imagine the world without the agreement. Think about those two alternatives-- alternative worlds for the future and ask yourself which one you want to live in, which one is good for America. I said the deal cuts off all of the possible paths to an Iranian nuclear weapon. There are three basic paths: Enriching uranium to be able to use it for a bomb, using plutonium to create a nuclear weapon, or a covert path. And this agreement stops all of those tracks. On enrichment, what does the agreement do? With the agreement, Iran would have to take its current stockpile of low enriched uranium, which is around 10,000 kilograms or 12 tons, enough for several nuclear weapons today, as we discussed this, and get rid of 98 percent of it, keep only 300 kilograms. Without it, they could have whatever stockpile they like. With this agreement, they would have to get rid of two-thirds of their installed centrifuges. Today they have 20,000 installed centrifuges. With this agreement, it would have to go down to 6,000, of which only 5,000 could be operating for 10 years. And they would all have to be the oldest technology, the least efficient. Without it, they can operate whatever centrifuges they like. With the agreement, they would have to stop all of their enrichment at an underground facility called Fordow and they could only keep nonoperating centrifuges there. Without the agreement, they can use Fordow for whatever they like. With the agreement, Iran couldn't use its more advanced centrifuges to do enrichment for 10 years and would have long-term limits on research and development. Without the agreement, they can do whatever R&D they want and develop more advanced centrifuges very quickly. With this agreement, Iran could not enrich uranium to 20 percent, the level, if you recall, when the Israeli prime minister was here in New York a couple of years ago, he identified as the most concerning thing. So if you enrich uranium to 20 percent, it's a short step away from 90 percent and the ability to use it for a bomb. The interim agreement that we negotiated got rid of that 20 percent stockpile, this agreement requires Iran to not enrich at all to 20 percent, closes off all the potential paths to highly enriched uranium for a bomb. It also closes off the plutonium path. With the agreement, Iran has to get rid of its current heavy water reactor at a place called Arak and replace it with one that would not produce any weapons-grade plutonium at all. And it couldn't do any reprocessing. It has to ship the core out and can't use this site. Without the agreement, they can finish production of that heavy water reactor and start producing weapons-grade plutonium. Finally, and maybe most importantly, this blocks the covert path. With this agreement in place, Iran would be bound to accept unprecedented intrusive inspections, forever, with a mechanism for resolving disputes. We would have access to their entire fuel cycle from the mines and mills of uranium to production sites for centrifuges all the way to the enrichment sites themselves where there would be cameras and inspectors on a regular basis. That's what we have if we get this agreement, if we conclude this agreement. Without this agreement, we don't have any of that, and we have no idea what Iran is up to. The bottom line of all that, when you put it all together, is Iran's breakout timeline, the amount of time it would take them to get enough material for a bomb, goes from around two months, what it is today, to over a year, which our military specialists are confident give us enough time to react if they seek to violate it. I could go on, but you get the bottom line point. When you compare these two worlds that we could live in with the agreement or without the agreement, clearly, this agreement is good for the United States. Indeed, I think it's not even a close call. When Tom takes the floor-- I've made the positive case for this agreement. When Tom takes the floor, he'll be able to talk about some of the reasons why not only is this a good agreement, but all of the potential alternatives to it are much, much worse. Thank you very much.",-1
Obama's Iran Deal Is Good For America,13878,0,13912,34,John Donvan,mod,"{'applause': [[0, 4], [1, 48]]}","Thank you, Philip Gordon. And our motion is Obama's Iran deal is good for America. And here to debate against this motion, Mike Doran. He is a senior fellow at the Hudson Institute and former national Security Council senior director for the Near East and North Africa. Ladies and gentlemen, Mike Doran.",-1
Obama's Iran Deal Is Good For America,13878,0,13913,35,Michael Doran,against,"{'laughter': [[0, 30]]}","Thank you. Thank you, John, and thanks to all of you. It's fantastic to be here. There's nothing more wonderful than Central Park in the springtime except the IQ2 debate. Now, as you know, we're going to argue-- Mark and I are going to argue against. We think this is a very bad deal. Let me just get right to the point. To me, this is like-- say you're a legitimate businessman, and a Mafioso comes and you're in a little bit of-- you're in a little bit of trouble financially, and he offers you a loan, and you take it, and you tell yourself that this is a temporary thing and that as the Mafioso becomes your partner, over time, he's going to moderate, he's going to understand what it's like to get honest profits, and he's going to change, and he's going to start abiding by the law. This agreement would be fantastic if we were making this agreement with Denmark, but we're not. We're making it with Iran. We know Iran well. We've known them for 35 years. We know what they're like. The Iran that we have today is the Iran that we had 10 years ago. It's the Iran that we had 20 years ago. It's the Iran that we had 35 years ago. And that's-- that is actually the single most important question that I want to put to you tonight is, why do we think that this regime is going to abide by this agreement? That's the-- that is the single most important-- the single most important question, and the administration never, ever-- never ever talks about it. Now, there are two stories out there that are being told. One is the story that the Obama administration is telling, and the other story is the one that our allies in the Middle East are telling. The story the Obama administration is telling us goes something like this: Back in-- back in April of 2013, there was an election in Iran which brought to power this guy Rouhani, who is a reformer. And Rouhani wanted to change relations with the West. He wanted to change all of this enmity and conflict between Iran and the West. And so he started this negotiation with the Americans, and he made some very important concessions to the Americans, concessions that they had never made, along the lines of the ones that Phil was talking about, basically the essence was a willingness to constrain their nuclear-- their nuclear program. And that then has led to this process that we have here before us today. That's not the story that our allies are telling. They're saying that this process is not the result of a strategic change in Iran. It's the result of a strategic change in Washington. The United States-- the United States started this process with major concessions. It ripped up six Security Council resolutions that called for zero reprocessing and zero enrichment. It gave Iran, in the first step, as part of the interim agreement, it gave it the right to enrich, and it said also that the restrictions on its program would be temporary, right? So the negotiation after that-- after the initial interim agreement and the negotiations were over how long would that period of temporary restriction be? And under what-- how big would the restrictions on the-- on the program be? And what would Iran get in return? Now, just for signing up to the interim agreement, we started paying Iran $700 million a month. We're paying them to negotiate with us. We're going to-- when they sign the deal, we're going to give them $50 billion right up front and shortly thereafter and additional $70 to $90 billion. Now, when you ask John Kerry, what's the evidence that there's been a strategic change on the part of the Iranian regime? He says, ""Well, look, they signed the interim agreement, and they have negotiated for over a year now with us, and they have abided by the terms of the interim agreement during this period of negotiation."" We paid them to do that. We paid them to do that, and we have dangled out a big prize at the end of this signing bonus and the relief from-- and the relief from all sanctions. So, of course, they're going to be-- they're going to play nice at the negotiating table. What other evidence do we have other than the fact that they have allowed us to pay them to negotiate with us, that they have made a strategic shift? No evidence whatsoever. They still are the-- they still spout the same anti-Semitic rhetoric, they still call for the destruction of Israel, they still destabilize their neighbors. They still have four Americans who are hostage there. They have a Marine, they have a cleric, they have a newspaper reporter, and they have a former FBI agent. They didn't even have the-- they didn't have-- they didn't even have the grace and the good manners to release the hostages during this-- during this negotiation. Now, Mark and I are going to divide our duties here. Mark is going to explain to you why all of those characteristics of the deal that Phil went through are basically a fiction, why it's a fantasy to think that any of this-- that the Iranians will abide by any of these-- by any of these terms that Phil mentioned. I am just going to make a couple of statements about the broader problem of the deal in the region. Mark's going to talk about the nuclear breakout. I'm going to talk about the regional breakout. We are turning-- with this deal, we are turning Iran into the regional hegemon in the Middle East, all right? We have turned a blind eye to the expansion of Iranian power in Iraq, in Syria, in Yemen, and elsewhere across the region. And when we hand them $50 billion a few months from now, if, in fact, we do, we're going to see an expansion of those-- an expansion of those activities. That's one problem. Another problem is we have set off with this deal a regional nuclear arms race. The Saudis have said openly, explicitly, that they are going to match the Iranians capability for capability. They're not going to wait for this deal to end before they start developing their own capability, and they have made that explicit. There's no way to deny, absolutely no way to deny, that there is not a regional nuclear arms race underway right now. The other thing is this deal does not make the United States any safer. One of the things that has been left off the table, not part of the negotiations, is the illegal ballistic missiles program of the Iranians. So before long we're going to have an Iran-- a nuclear Iran with a ballistic missile capability capable of hitting the United States. A good deal, a good deal-- and this is what we need to define-- a good deal is one that stops Iran from getting a nuclear weapon, A; B, makes our allies in the region feel safer and stabilizes the region; and, three, makes the United States safer. This deal does not meet that basic criteria. Thank you.",-1
Obama's Iran Deal Is Good For America,13878,0,13914,36,John Donvan,mod,"{'applause': [[0, 4], [2, 46]]}","Thank you. Michael Doran. And a reminder of what's going on, we are halfway through the opening round of this Intelligence Squared U.S. Debate. I'm John Donvan. We have four debaters, two teams of two, arguing for and against this motion, ""Obama's Iran Deal is Good for America."" You have heard the first two opening statements, and now on to the third. I'd like to welcome to the lectern Tom Pickering. He is vice chairman of Hills & Company. He has served as undersecretary of state for political affairs and as ambassador to the U.N. and several countries, including Russia, Israel, and Jordan. Ladies and gentlemen, Tom Pickering.",-1
Obama's Iran Deal Is Good For America,13878,0,13915,37,Thomas Pickering,for,"{'laughter': [[7, 108]], 'unintelligible.': [[9, 73]], 'applause': [[10, 167]]}","Thank you, John, and thank you for your warm welcome. It's a pleasure to be here with Phil and also with Mike and Mark. I have much I think to say tonight in a very short period of time, and I will do what I can to compress it. Not too long ago when he was still alive, Daniel Patrick Moynihan said famously that, ""You're each entitled to your own opinion but not your own set of facts."" Tonight from Mr. Doran we've heard an extremely interesting, unusual, and strange set of facts. So let me just cover a few of those that I think will be helpful to your understanding of the arrangements that we have to deal with. First and foremost is the notion in his part that somehow $50 billion will pass on the moment of signature. The truth is, of course, that until Iran complies with four major requirements of the deal-- that they put their centrifuges aside; that they change their stockpile from 10,000 kilograms to 300 kilograms; that they, in fact, dismantle the central piece of the reactor that can make plutonium; and that they agree on that the past efforts that they made in a nuclear direction, in a nuclear weapons direction, are fully explained to and satisfactorily explained to the International Atomic Energy Agency-- they get nothing out of this deal. No sanctions relief until those particular steps take place, no money passes hands to Iran. Secondly, the notion that Iran is somehow going to enjoy, when it does get this money, the opportunity to play havoc in the Middle East is both strange and unusual. Certainly we watch carefully what Iran does. And none of us have undertaken the notion that the Iranians are angels, that the whole agreement is indeed put together with very strong inspection mechanisms well beyond what you have ever seen before in any country around the world in order to prevent the kind of cheating or indeed the kind of misuse of the agreement for narrow political advantage. Were the Iranians, in fact, going to misuse this money, they would have far done it well before any receipts from sanctions relief, their priorities for the things that they're doing in the region are high enough, I think, for them to continue to do that. It is important, too, to remember this is a nuclear agreement, not a ballistic missile agreement. Both sides have agreed on the importance of the nuclear agreement as a matter of priority. Obviously, a missile-- ballistic missile without a nuclear warhead is not the kind of threat that has been portrayed to you here. And there are plenty of opportunities in the next set of agreements, if this one is successfully concluded, to move on to that particular effort. Now, let me turn, if I can, to the key questions, and they're important to all of us here. You've already understood that both sides share a deep sense of the necessity to stop any Iranian nuclear weapon. That's stipulated and agreed. It's important, however, to understand that the second question-- is this a good deal for America-- is one that we would certainly answer in the positive for a whole set of reasons that Phil set out for you. And the third question is, what are the alternatives to this deal? Well, the alternatives, quite starkly and quite frankly, are two: no deal at all, or an attempt to use sanctions to see if, in fact, we can achieve a better deal. You heard from Mr. Doran that he would like to have zero enrichment. I would like to have zero enrichment, too. I'd like to be a billionaire. I'd like to believe in the Tooth Fairy. But for 14 years, previous administrations attempted to negotiate for zero enrichment, and got nowhere. And the value of zero enrichment, in my view, is not significant compared to the value of the arrangement that we now have on the table, with all of its inspection mechanisms, and with all of its limitations on Iran, and that's extremely important to keep in mind. In addition to that, what would happen if we walked away from an agreement? How and in what way would that affect the situation? It would affect it very badly. We would have turned down what our allies joined us in negotiating. The notion that we could achieve effective additional sanctions without friends, allies, and indeed, without the participation of the world community, is well beyond reality. It's not there and it's not The third question is, what would happen in the event we had no agreement. Iran, of course, could move freely to a nuclear weapon. They would have two to three months to breakout time. They would, if they-- they're so inclined, use that opportunity, as we have a 10-year agreement with a 15-year limitation on the production of more than 300 kilograms of low-enriched uranium to hold them in place, and I think that's important. Finally, I think it's significant that you understand that the alternatives to an agreement may well involve the necessity to use force under conditions where we would be highly isolated, having turned down the kind of agreement we participated centrally in negotiating-- a good agreement. If we were to use force, it would mean, I think, from the best judgment that I can get of military officials, a three to five-year cessation in the Iranian agreement before they could move back to where they are now. And a situation under which we would have to bomb pretty continuously to keep the Iranians under that kind of stricture and under that kind of pressure. To me, there is no alternative. This agreement is a good one. I hope that you will consider that carefully. And when the time comes to push your little button, push the button in the right order for the right set of arrangements that President Obama has put before you. Thank you very much.",-1
Obama's Iran Deal Is Good For America,13878,0,13916,38,John Donvan,mod,"{'applause': [[0, 50]]}","Thank you, Tom Pickering. The motion is Obama's Iran Deal Is Good for America. And here to argue against the motion, Mark Dubowitz. He is executive director of the Foundation for Defense of Democracies, where he also heads its Center on Sanctions and Illicit Finance. Ladies and gentlemen, Mark Dubowitz.",-1
